arquivo;slug_local;titulo_local;curso_id_atual;confianca;id_crm_sugerido;id_crm_confirmado;candidato_1_nome;candidato_1_id_crm;candidato_1_slug;candidato_1_score;candidato_2_nome;candidato_2_id_crm;candidato_2_slug;candidato_2_score;candidato_3_nome;candidato_3_id_crm;candidato_3_slug;candidato_3_score
produtos\pos-gestao-estrategica-logistica.md;pos-gestao-estrategica-logistica;Pós-Graduação em Gestão Estratégica de Logística;;media - revisar;1146;1146;Gestão Estratégica de Logística;1146;pos-graduacao-em-gestao-estrategica-de-logistica;0.785;MBA em Gestão Estratégica de Negócios;568;https:ipog.edu.br?post_type=cursos&p=192992;0.706;Pós-Graduação em Atenção Farmacêutica e Farmácia Clínica ;36;atencao-farmaceutica-e-farmacia-clinica-pos-graduacao-presencial;0.654
produtos\pos-llm-direito-tributario-empresarial.md;pos-llm-direito-tributario-empresarial;LL.M em Direito Tributário e Empresarial;;alta;1014;1014;LLM em Direito Tributário e Empresarial;1014;llm-em-direito-tributario-e-empresarial-pos-graduacao-remota;0.987;Direito Empresarial;883;direito-empresarial-mba-ead;0.644;MBA em Direito Tributário, Compliance e Auditoria Digital;681;direito-tributario-compliance-e-auditoria-digital-mba-remoto;0.639
produtos\pos-master-arquitetura-comercial.md;pos-master-arquitetura-comercial;Pós-Graduação Master em Arquitetura Comercial;;media - revisar;562;562;Master em Arquitetura Comercial;562;master-em-arquitetura-comercial-pos-graduacao-remota;0.816;Pós-Graduação em Master em Arquitetura e Lighting;89;master-em-arquitetura-e-lighting-pos-graduacao-presencial;0.809;Pós-Graduação em Master em Arquitetura: Práticas e Dinâmicas Projetuais;849;master-em-arquitetura-praticas-e-dinamicas-projetuais;0.69
produtos\pos-master-arquitetura-praticas-dinamicas-projetuais.md;pos-master-arquitetura-praticas-dinamicas-projetuais;Master em Arquitetura: Práticas e Dinâmicas Projetuais (Pós-Graduação);;alta;849;849;Master em Arquitetura: Práticas e Dinâmicas Projetuais;849;pos-graduacao-master-em-arquitetura-praticas-e-dinamicas-projetuais;0.871;Pós-Graduação em Master em Arquitetura: Práticas e Dinâmicas Projetuais;849;master-em-arquitetura-praticas-e-dinamicas-projetuais;0.766;Master em Arquitetura Comercial: Práticas Projetuais;562;master-em-arquitetura-comercial-praticas-projetuais-pos-graduacao-presencial;0.689
produtos\pos-master-bim-coordenacao-gestao.md;pos-master-bim-coordenacao-gestao;Master BIM: Coordenação e Gestão (Pós-Graduação);;media - revisar;824;824;Master BIM: Coordenação e Gestão;824;master-bim-coordenacao-e-gestao-pos-graduacao-remota;0.8;Master BIM: Coordenação e Gestão ;824;master-bim-coordenacao-e-gestao-pos-graduacao-presencial;0.8;Formação em Inovação e Gestão Jurídica;522;formacao-em-inovacao-e-gestao-juridica-curso-presencial-de-curta-duracao;0.558
produtos\pos-master-bim-expert-processos-modelagem-projeto.md;pos-master-bim-expert-processos-modelagem-projeto;Pós-Graduação Master BIM Expert: Processos de Modelagem e Projeto;;media - revisar;430;430;Pós Graduação em Master BIM: Ferramentas de Gestão e Projeto;430;master-bim-ferramentas-de-gestao-e-projeto-pos-graduacao-presencial;0.704;Pós-Graduação em Master em Arquitetura: Práticas e Dinâmicas Projetuais;849;master-em-arquitetura-praticas-e-dinamicas-projetuais;0.632;Pós Graduação em Master em Paisagismo: Práticas Projetuais;591;master-em-paisagismo-praticas-projetuais-pos-graduacao-blended;0.585
produtos\pos-master-bim-infraestrutura-geoprocessamento.md;pos-master-bim-infraestrutura-geoprocessamento;Master BIM: Infraestrutura e Geoprocessamento (Pós-Graduação);;media - revisar;1305;1305;Master BIM: Infraestrutura e Geoprocessamento;1305;master-bim-infraestrutura-e-geoprocessamento;0.849;Master BIM: Ferramentas e Processos;850;master-bim-ferramentas-e-processos-pos-graduacao-remota;0.604;Master BIM: Ferramentas e Processos;850;master-bim-ferramentas-e-processos-pos-graduacao-presencial;0.604
produtos\pos-master-design-interiores-experiencia-ambiente.md;pos-master-design-interiores-experiencia-ambiente;Master em Design de Interiores e Experiência do Ambiente (Pós-Graduação);1365;baixa - buscar manualmente;1365;1365;Design de Interiores, Ambientação e Produção do Espaço;53;design-de-interiores-ambientacao-e-producao-do-espaco-pos-graduacao-presencial;0.508;MBA em Desempenho das Construções e Edifícios Inteligentes;853;desempenho-das-construces-e-edificios-inteligentes-mba-remoto;0.508;Master em Investimento Avançado - Traders;468;master-em-investimento-avancado-traders-curso-presencial-de-curta-duracao;0.496
produtos\pos-master-design-interiores-neurodesign.md;pos-master-design-interiores-neurodesign;Master em Design de Interiores e Neurodesign (Pós-Graduação);1364;baixa - buscar manualmente;1364;1364;Gestão Empresarial de Instituições de Ensino;823;gestao-empresarial-de-instituicoes-de-ensino-mba-ead;0.519;Design de Interiores;52;design-de-interiores-pos-graduacao-remota;0.5;MBA em Gestão de Pessoas e Liderança Positiva;877;gestao-de-pessoas-e-lideranca-positiva-mba-ead;0.495
produtos\pos-master-engenharia-obras-solo-geotecnia-aplicada.md;pos-master-engenharia-obras-solo-geotecnia-aplicada;Master em Engenharia de Obras de Solo e Geotecnia Aplicada: Estudos, Dimensionamento e Projeto (Pós-Graduação);;media - revisar;1247;1247;Master em Engenharia de Obras de Solo e Geotecnia Aplicada;1247;pos-graduacao-master-em-engenharia-de-obras-de-solo-e-geotecnia-aplicada;0.69;Pirâmides Coloridas de Pfister (Adulto e Infantil): Aplicação, Correção e Interpretação;0;piramides-coloridas-de-pfister-adulto-e-infantil-aplicacao-correcao-e-interpretacao-curso-remoto-de-curta-duracao;0.457;MBA em Gerenciamento de Obras, Produtividade e Tecnologia da Construção;695;gerenciamento-de-obras-produtividade-e-tecnologia-da-construcao-mba-remoto;0.453
produtos\pos-master-fisioterapia-manejo-dor.md;pos-master-fisioterapia-manejo-dor;Pós-Graduação Master em Fisioterapia no Manejo da Dor;;media - revisar;1289;1289;Master em Fisioterapia no Manejo da Dor;1289;fisioterapia-no-manejo-da-dor-ao-vivo;0.848;Pós-Graduação em Master em Arquitetura e Lighting;89;master-em-arquitetura-e-lighting-pos-graduacao-presencial;0.608;Pós Graduação em Master BIM: Ferramentas de Gestão e Projeto;430;master-bim-ferramentas-de-gestao-e-projeto-pos-graduacao-presencial;0.584
produtos\pos-master-iluminacao.md;pos-master-iluminacao;Pós-Graduação Master em Iluminação;;media - revisar;989;989;Master em Iluminação;989;master-em-iluminacao-pos-graduacao-presencial;0.741;Master em Iluminação;989;master-em-iluminacao-pos-graduacao-remota;0.741;Pós-Graduação em Master em Arquitetura e Lighting;89;master-em-arquitetura-e-lighting-pos-graduacao-presencial;0.675
produtos\pos-master-neuroarquitetura.md;pos-master-neuroarquitetura;Pós-Graduação Master em Neuroarquitetura;;media - revisar;687;687;Master em Neuroarquitetura;687;master-em-neuroarquitetura-pos-graduacao-remota;0.788;Master em Neuroarquitetura;687;master-em-neuroarquitetura-pos-graduacao-presencial;0.788;Pós-Graduação em Master em Arquitetura e Lighting;89;master-em-arquitetura-e-lighting-pos-graduacao-presencial;0.787
produtos\pos-neurociencia-desenvolvimento-pessoas-organizacoes.md;pos-neurociencia-desenvolvimento-pessoas-organizacoes;Pós-Graduação em Neurociência Aplicada ao Desenvolvimento de Pessoas e Organizações;;media - revisar;882;882;Neurociência Aplicada ao Desenvolvimento de Pessoas e Organizações;882;neurociencia-aplicada-ao-desenvolvimento-de-pessoas-e-organizaces-pos-graduacao-ead;0.886;Neurociência Aplicada ao Desenvolvimento de Pessoas e Organizações;963;neurociencia-aplicada-ao-desenvolvimento-de-pessoas-e-organizaces-curso-remoto-de-curta-duracao;0.886;Reabilitação Neuropsicológica e Desenvolvimento Cognitivo;617;reabilitacao-neuropsicologica-e-desenvolvimento-cognitivo-pos-graduacao-presencial;0.571
produtos\pos-neuropsicologia.md;pos-neuropsicologia;Pós-Graduação em Neuropsicologia;;media - revisar;38;38;Pós-Graduação em Assuntos Regulatórios;38;assuntos-regulatorios-pos-graduacao-presencial;0.657;Neuropsicologia;326;neuropsicologia-pos-graduacao-presencial;0.638;Neuropsicologia;326;neuropsicologia-pos-graduacao-remota;0.638
produtos\pos-neuropsicopedagogia-clinica-institucional.md;pos-neuropsicopedagogia-clinica-institucional;Pós-Graduação em Neuropsicopedagogia Clínica e Institucional;;media - revisar;1039;1039;Neuropsicopedagogia Clínica e Institucional;1039;neuropsicopedagogia-clinica-e-institucional-pos-graduacao-remota;0.835;Pós-Graduação em Atenção Farmacêutica e Farmácia Clínica ;36;atencao-farmaceutica-e-farmacia-clinica-pos-graduacao-presencial;0.586;Psicanálise: Da Clínica aos Espaços Institucionais;566;psicanalise-da-clinica-aos-espacos-institucionais-pos-graduacao-presencial;0.545
produtos\pos-nutricao-clinica-estetica-esportiva-fitoterapicos.md;pos-nutricao-clinica-estetica-esportiva-fitoterapicos;Pós-Graduação em Nutrição Clínica, Estética, Esportiva e Prescrição de Fitoterápicos;;media - revisar;765;765;Nutrição Clínica, Estética, Esportiva e Prescrição de Fitoterápicos;765;nutricao-clinica-estetica-esportiva-e-prescricao-de-fitoterapicos-pos-graduacao-presencial;0.887;Nutrição Clínica, Estética, Esportiva e Prescrição de Fitoterápicos;765;nutricao-clinica-estetica-esportiva-e-prescricao-de-fitoterapicos-pos-graduacao-ao-vivo;0.887;Pós-Graduação em Ciências e Legislação do Trabalho;48;ciencias-e-legislacao-do-trabalho-pos-graduacao-presencial;0.537
produtos\pos-parentalidade.md;pos-parentalidade;Pós-Graduação em Parentalidade;;media - revisar;38;38;Pós-Graduação em Assuntos Regulatórios;38;assuntos-regulatorios-pos-graduacao-presencial;0.647;Pós-Graduação em Master em Arquitetura e Lighting;89;master-em-arquitetura-e-lighting-pos-graduacao-presencial;0.608;Parentalidade;1227;pos-graduacao-em-parentalidade;0.605
produtos\pos-psicanalise-criancas-adolescentes.md;pos-psicanalise-criancas-adolescentes;Pós-Graduação em Psicanálise com Crianças e Adolescentes;;media - revisar;492;492;Psicanálise com Crianças e Adolescentes: Teoria e Clínica;492;psicanalise-com-criancas-e-adolescentes-teoria-e-clinica-pos-graduacao-presencial;0.69;Pós-Graduação em Master em Arquitetura e Lighting;89;master-em-arquitetura-e-lighting-pos-graduacao-presencial;0.571;Terapia Cognitivo-Comportamental (TCC) aplicada às Crianças e Adolescentes;1207;terapia-cognitivo-comportamental-tcc-aplicada-as-criancas-e-adolescentes;0.569
produtos\pos-psicologia-juridica-pericia-psicologica.md;pos-psicologia-juridica-pericia-psicologica;Pós-Graduação em Psicologia Jurídica com Ênfase em Perícia Psicológica;;media - revisar;773;773;Psicologia Jurídica com Ênfase em Perícia Psicológica;773;psicologia-juridica-com-enfase-em-pericia-psicologica-pos-graduacao-remota;0.862;Psicologia Jurídica com Ênfase em Perícia Psicológica;773;psicologia-juridica-com-enfase-em-pericia-psicologica;0.862;Pós-Graduação Psicologia Humanista Existencial e Fenomenológica;1277;pos-psicologia-humanista-existencial-e-fenomenologica;0.632
produtos\pos-psicologia-neurodesenvolvimento-aprendizagem.md;pos-psicologia-neurodesenvolvimento-aprendizagem;Pós-Graduação em Psicologia do Neurodesenvolvimento e Aprendizagem;;alta;1307;1307;Psicologia do Neurodesenvolvimento e Aprendizagem;1307;psicologia-do-neurodesenvolvimento-e-aprendizagem;0.852;Reabilitação Neuropsicológica e Desenvolvimento Cognitivo;617;reabilitacao-neuropsicologica-e-desenvolvimento-cognitivo-pos-graduacao-presencial;0.618;MBA Reabilitação Neuropsicológica e Desenvolvimento Cognitivo;617;reabilitacao-neuropsicologica-e-desenvolvimento-cognitivo-mba-remoto;0.598
produtos\pos-psicopatologia-psicanalise-sujeito-laco-social.md;pos-psicopatologia-psicanalise-sujeito-laco-social;Pós-Graduação em Psicopatologia: Psicanálise, Sujeito e Laço Social;;media - revisar;1096;1096;Psicopatologia: Psicanálise, Sujeito e Laço Social;1096;psicopatologia-psicanalise-sujeito-e-laco-social-pos-graduacao-remota;0.855;Psicopatologia: Psicanálise, Sujeito e Laço Social;1096;pos-graduacao-em-psicopatologia-psicanalise-sujeito-e-laco-social;0.855;Pós-Graduação Psicologia Humanista Existencial e Fenomenológica;1277;pos-psicologia-humanista-existencial-e-fenomenologica;0.569
produtos\pos-saude-estetica-cosmetologia-avancada.md;pos-saude-estetica-cosmetologia-avancada;Pós-Graduação em Saúde Estética e Cosmetologia Avançada;;media - revisar;528;528;Saúde Estética e Cosmetologia Avançada;528;saude-estetica-e-cosmetologia-avancada-pos-graduacao-presencial;0.817;Pós-Graduação em Atenção Farmacêutica e Farmácia Clínica ;36;atencao-farmaceutica-e-farmacia-clinica-pos-graduacao-presencial;0.613;Pós-Graduação em Assuntos Regulatórios;38;assuntos-regulatorios-pos-graduacao-presencial;0.559
produtos\pos-terapia-cognitivo-comportamental.md;pos-terapia-cognitivo-comportamental;Pós-Graduação em Terapia Cognitivo-Comportamental (TCC);;media - revisar;582;582;Terapia Cognitivo-Comportamental (TCC);582;terapia-cognitivo-comportamental-pos-graduacao-presencial;0.817;Terapia Cognitivo-Comportamental (TCC);582;terapia-cognitivo-comportamental-tcc-desenvolvendo-habilidades-psicoterapeuticas-para-intervencao-em-comportamentos-humanos-complexos-pos-graduacao-remota;0.817;Pós Graduação em Psicoterapias Comportamentais de Terceira Geração;530;psicoterapias-comportamentais-de-terceira-geracao-pos-graduacao-presencial;0.678
produtos\pos-terapia-esquema-cognitivo-habilidades-tecnicas-inovadoras.md;pos-terapia-esquema-cognitivo-habilidades-tecnicas-inovadoras;Pós-Graduação em Terapia do Esquema Cognitivo: Habilidades Técnicas Inovadoras para Dinamização da Prática Clínica;;alta;1143;1143;Terapia do Esquema Cognitivo: Habilidades Técnicas Inovadoras para Dinamização da Prática Clínica;1143;pos-graduacao-em-terapia-do-esquema-cognitivo-habilidades-tecnicas-inovadoras-para-dinamizacao-da-pratica-clinica;0.919;Pós Graduação em Psicoterapias Comportamentais de Terceira Geração;530;psicoterapias-comportamentais-de-terceira-geracao-pos-graduacao-presencial;0.489;Pós-Graduação em Master em Arquitetura: Práticas e Dinâmicas Projetuais;849;master-em-arquitetura-praticas-e-dinamicas-projetuais;0.476
